DEPADM;DepBol;NomeDepBol;codRMet;codmun;mun;SERIE_ANO;cod_per;periodo;co_comp;ds_comp;medprof
1;1;Rede Estadual;4;571;REDENCAO DA SERRA;9º Ano EF;1;MANHA;2;MATEMÁTICA;258,1
1;1;Rede Estadual;4;571;REDENCAO DA SERRA;9º Ano EF;2;TARDE;2;MATEMÁTICA;257,3
1;1;Rede Estadual;4;571;REDENCAO DA SERRA;EM-3ª série;1;MANHA;2;MATEMÁTICA;295,4
1;1;Rede Estadual;4;571;REDENCAO DA SERRA;EM-3ª série;2;TARDE;2;MATEMÁTICA;293,1
1;1;Rede Estadual;4;591;ROSEIRA;EM-3ª série;1;MANHA;2;MATEMÁTICA;294,9
1;1;Rede Estadual;4;608;SANTA BRANCA;EM-3ª série;1;MANHA;2;MATEMÁTICA;295,3
1;1;Rede Estadual;4;608;SANTA BRANCA;EM-3ª série;2;TARDE;2;MATEMÁTICA;276,5
1;1;Rede Estadual;4;608;SANTA BRANCA;EM-3ª série;3;NOITE;2;MATEMÁTICA;272,2
1;1;Rede Estadual;4;629;SANTO ANTONIO DO PINHAL;EM-3ª série;1;MANHA;2;MATEMÁTICA;308,7
1;1;Rede Estadual;4;634;SAO BENTO DO SAPUCAI;9º Ano EF;1;MANHA;2;MATEMÁTICA;299,2
1;1;Rede Estadual;4;634;SAO BENTO DO SAPUCAI;9º Ano EF;2;TARDE;2;MATEMÁTICA;272,2
1;1;Rede Estadual;4;634;SAO BENTO DO SAPUCAI;EM-3ª série;1;MANHA;2;MATEMÁTICA;301,7
1;1;Rede Estadual;4;634;SAO BENTO DO SAPUCAI;EM-3ª série;3;NOITE;2;MATEMÁTICA;302,1
1;1;Rede Estadual;4;643;SAO JOSE DO BARREIRO;EM-3ª série;1;MANHA;2;MATEMÁTICA;288,4
1;1;Rede Estadual;4;645;SAO JOSE DOS CAMPOS;3º Ano EF;1;MANHA;2;MATEMÁTICA;203,3
1;1;Rede Estadual;4;645;SAO JOSE DOS CAMPOS;3º Ano EF;2;TARDE;2;MATEMÁTICA;202,2
1;1;Rede Estadual;4;645;SAO JOSE DOS CAMPOS;5º Ano EF;1;MANHA;2;MATEMÁTICA;226
1;1;Rede Estadual;4;645;SAO JOSE DOS CAMPOS;5º Ano EF;2;TARDE;2;MATEMÁTICA;232
1;1;Rede Estadual;4;645;SAO JOSE DOS CAMPOS;9º Ano EF;1;MANHA;2;MATEMÁTICA;267,5
